timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
2026716000,0.0,0.62098527,-0.0004636324,-0.00023079403,0.78382206,0.0,0.0,-0.70487165
2026772000,0.0,0.62098444,-0.0012004083,-0.00022166666,0.783822,0.0,0.0,-0.70632094
2026820000,0.0,0.62098354,-0.0016380418,-0.00016979464,0.7838219,0.0,0.0,-0.70572877
2026868000,0.0,0.6209838,-0.0015198654,-0.0002106953,0.78382194,0.0,0.0,-0.70473415
2026916000,0.0,0.6209831,-0.001761339,-0.00051511865,0.78382176,0.0,0.0,-0.7052069
2026964000,0.0,0.62098354,-0.0015476382,-0.0013878584,0.78382087,0.0,0.0,-0.70533687
2027012000,0.0,0.6209833,-0.001670864,-0.0009661803,0.78382146,0.0,0.0,-0.70594096
2027068000,0.0,0.62098455,-0.0010772063,-0.0009775431,0.7838214,0.0,0.0,-0.7043279
2027116000,0.0,0.62098414,-0.0012763098,-0.0010262759,0.7838215,0.0,0.0,-0.70452744
2027164000,0.0,0.6209851,-0.00064932957,-0.00059433276,0.78382194,0.0,0.0,-0.70524657
2027212000,0.0,0.62098503,-0.00073283707,-0.0005975111,0.7838219,0.0,0.0,-0.7070306
2027268000,0.0,0.6209853,-0.00038887025,-0.000912281,0.78382164,0.0,0.0,-0.7055941
2027316000,0.0,0.6209854,-0.00034513464,-9.556756e-06,0.78382206,0.0,0.0,-0.7061365
2027372000,0.0,0.62098396,-0.0014540278,-4.2049418e-05,0.78382194,0.0,0.0,-0.70736337
2027420000,0.0,0.6209849,-0.0008420911,-0.00018958055,0.7838222,0.0,0.0,-0.7067322
2027468000,0.0,0.62098515,-0.0006006346,-0.0003406983,0.7838221,0.0,0.0,-0.70499223
2027516000,0.0,0.62098473,-0.0009728654,-0.00062820164,0.7838218,0.0,0.0,-0.7055445
2027564000,0.0,0.6209854,-0.00028232587,-0.00043418087,0.783822,0.0,0.0,-0.7052636
2027612000,0.0,0.6209855,0.00022667454,-0.00071753934,0.7838217,0.0,0.0,-0.7062698
2027668000,0.0,0.62098545,0.00047558494,-0.00088718557,0.78382146,0.0,0.0,-0.70444393
2027716000,0.0,0.6209853,-0.00042527096,-0.000990674,0.7838215,0.0,0.0,-0.70453066
2027764000,0.0,0.6209855,-0.00018048022,-0.001194881,0.7838211,0.0,0.0,-0.70473963
2027820000,0.0,0.6209855,0.0002131761,-0.0009685209,0.7838216,0.0,0.0,-0.705943
2027868000,0.0,0.6209855,-7.848488e-05,-0.0013009891,0.78382105,0.0,0.0,-0.704282
2027916000,0.0,0.62098545,-0.00021944067,-0.0011238985,0.7838213,0.0,0.0,-0.70432365
2027972000,0.0,0.6209855,-3.988602e-05,-0.0009909015,0.7838214,0.0,0.0,-0.70604783
2028020000,0.0,0.6209855,-0.00022292846,-0.0015568866,0.7838205,0.0,0.0,-0.7063689
2028068000,0.0,0.6209857,0.0002850435,-0.0017113695,0.78382003,0.0,0.0,-0.70584685
2028116000,0.0,0.6209856,0.00013993071,-0.001488487,0.78382045,0.0,0.0,-0.70504683
2028172000,0.0,0.6209853,-0.00045466167,-0.0016015305,0.7838205,0.0,0.0,-0.70610785
2028220000,0.0,0.6209855,0.00035848172,-0.0011921459,0.7838211,0.0,0.0,-0.7060722
2028268000,0.0,0.6209855,-0.00015733682,-0.0013390994,0.78382105,0.0,0.0,-0.7051285
2028316000,0.0,0.62098557,-0.00010783187,-0.0014911563,0.7838205,0.0,0.0,-0.70497733
2028364000,0.0,0.6209855,0.0004405404,-0.0012625622,0.78382105,0.0,0.0,-0.70557684
2028420000,0.0,0.6209855,0.00059817126,-0.0015245988,0.7838204,0.0,0.0,-0.7064717
2028468000,0.0,0.62098557,0.00019312007,-0.0013891214,0.7838208,0.0,0.0,-0.70628864
2028516000,0.0,0.62098557,0.00012880482,-0.0012381966,0.783821,0.0,0.0,-0.705639
2028572000,0.0,0.6209855,0.00036402207,-0.0011523027,0.78382117,0.0,0.0,-0.7059389
2028620000,0.0,0.62098545,-0.0001589524,-0.00075550016,0.7838218,0.0,0.0,-0.7057269
2028668000,0.0,0.6209855,0.00024768195,-0.0007105615,0.78382176,0.0,0.0,-0.70537096
2028716000,0.0,0.6209854,0.0005219894,-0.000708793,0.78382164,0.0,0.0,-0.7054177
2028764000,0.0,0.62098545,-4.2253097e-07,-0.00038602002,0.78382206,0.0,0.0,-0.7059933
2028820000,0.0,0.62098545,2.6801037e-05,-0.00034422523,0.78382206,0.0,0.0,-0.70545614
2028868000,0.0,0.6209854,-0.0002724202,-0.0005035999,0.783822,0.0,0.0,-0.70519495
2028916000,0.0,0.6209855,1.1327279e-05,-0.000791025,0.7838217,0.0,0.0,-0.7051702
2028964000,0.0,0.6209854,0.0003794715,-0.00039245965,0.783822,0.0,0.0,-0.7054068
2029020000,0.0,0.6209854,-0.0003154318,-0.00014039963,0.7838221,0.0,0.0,-0.70528823
2029068000,0.0,0.62098515,-0.0006754912,-0.00014334862,0.78382206,0.0,0.0,-0.706186
2029116000,0.0,0.6209854,-0.00034447887,2.3314755e-05,0.78382206,0.0,0.0,-0.706439
2029172000,0.0,0.62098545,-7.767739e-05,0.00041566836,0.78382206,0.0,0.0,-0.70586133
2029220000,0.0,0.6209854,0.0001692513,3.400477e-05,0.7838222,0.0,0.0,-0.7053397
2029268000,0.0,0.6209853,-0.0003696534,-0.00020535423,0.78382224,0.0,0.0,-0.7052146
2029316000,0.0,0.62098527,-0.0004649526,-0.00061633234,0.7838219,0.0,0.0,-0.70578694
2029364000,0.0,0.62098545,-0.00014638572,-0.00077744457,0.78382176,0.0,0.0,-0.70567226
2029420000,-0.013962634,0.62106335,-0.0067255446,-0.00019178752,0.7837315,0.0,0.0,-0.70580274
