timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
1613996000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1614500000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1615004000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1615508000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1616012000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1616516000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1617020000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1617524000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1618028000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1618532000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1619036000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1619540000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1620044000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1620548000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1621052000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1621556000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1622060000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1622564000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1623068000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1623572000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1624076000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1624580000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1625084000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1625588000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1626092000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1626596000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1627100000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1627604000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1628108000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1628612000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1629116000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1629620000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1630124000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1630628000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1631132000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1631636000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1632140000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1632644000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1633148000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1633652000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1634156000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1634660000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1635164000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1635668000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1636172000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1636676000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1637180000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1637684000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1638188000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1638692000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1638704000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1638716000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1638728000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1639232000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1639736000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1640240000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1640744000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1641248000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1641752000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1642256000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1642760000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1643264000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1643768000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1644272000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1644776000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1645280000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1645784000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1646288000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1646588000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1647092000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
