timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
70232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
101232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
102232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
105232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
109232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
114232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
118232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
122232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
123232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
126232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
127232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
128232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
129232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
131232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
132232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
136232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
137232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
138232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
139232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
140232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
141232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
142232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
143232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
144232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
145232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
146232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
148232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
151232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
152232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
153232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
154232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
155232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
156232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
157232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
158232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
159232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
160232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
161232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
162232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
163232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
164232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
165232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
166232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
167232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
168232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
169232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
171232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
172232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
173232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
174232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
175232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
176232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
177232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
178232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
179232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
180232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
