timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
161264000,0,1,1,1,1,1,1,0,0,0,1,1
162264000,0,1,1,1,1,1,1,0,0,0,1,1
163264000,0,1,1,1,1,1,1,0,0,0,1,1
164264000,0,1,1,1,1,1,1,0,0,0,1,1
165264000,0,1,1,1,1,1,1,0,0,0,1,1
166264000,0,1,1,1,1,1,1,0,0,0,1,1
167264000,0,1,1,1,1,1,1,0,0,0,1,1
168264000,0,1,1,1,1,1,1,0,0,0,1,1
169264000,0,1,1,1,1,1,1,0,0,0,1,1
170264000,0,1,1,1,1,1,1,0,0,0,1,1
171264000,0,1,1,1,1,1,1,0,0,0,1,1
172264000,0,1,1,1,1,1,1,0,0,0,1,1
173264000,0,1,1,1,1,1,1,0,0,0,1,1
174264000,0,1,1,1,1,1,1,0,0,0,1,1
175264000,0,1,1,1,1,1,1,0,0,0,1,1
176264000,0,1,1,1,1,1,1,0,0,0,1,1
177264000,0,1,1,1,1,1,1,0,0,0,1,1
178264000,0,1,1,1,1,1,1,0,0,0,1,1
179264000,0,1,1,1,1,1,1,0,0,0,1,1
180264000,0,1,1,1,1,1,1,0,0,0,1,1
